months_as_customer,age,policy_number,policy_bind_date,policy_state,policy_csl,policy_deductable,policy_annual_premium,umbrella_limit,insured_zip,insured_sex,insured_education_level,insured_occupation,insured_hobbies,insured_relationship,capital-gains,capital-loss,incident_date,incident_type,collision_type,incident_severity,authorities_contacted,incident_state,incident_city,incident_location,incident_hour_of_the_day,number_of_vehicles_involved,property_damage,bodily_injuries,witnesses,police_report_available,total_claim_amount,injury_claim,property_claim,vehicle_claim,auto_make,auto_model,auto_year,fraud_reported,fraud_flag,reviews
320,36,309997,03/15/95,NC,100/300,1000,1308.22,5000000,555470,MALE,High School,protective-serv,skydiving,unmarried,61059,-47180,06/25/14,Multi-vehicle Collision,Side Collision,Major Damage,Fire,SC,Hillsdale,1258 1st Ave,17,3,NO,0,2,YES,4153,364,719,3070,Nissan,RAM,2011,N,0,
490,77,287708,05/18/96,NY,250/500,500,1738.6,4000000,663222,FEMALE,MD,priv-house-serv,reading,husband,42259,-62684,08/19/14,Vehicle Theft,Side Collision,Total Loss,Police,WV,Columbus,7847 Maple Drive,23,3,YES,0,0,?,34705,4775,6327,23603,Audi,E400,2014,Y,1,
215,67,751509,12/13/94,NC,250/500,2000,993.11,6000000,596815,MALE,High School,exec-managerial,camping,wife,9198,-1135,10/04/15,Multi-vehicle Collision,Side Collision,Major Damage,Police,IL,Northbend,6777 3rd Hwy,17,1,NO,2,2,YES,31941,7102,5234,19605,Chevrolet,E400,2012,N,0,
426,69,331216,01/10/91,IL,100/300,500,1963.49,6000000,429696,FEMALE,High School,machine-op-inspct,reading,wife,37659,-65715,07/03/15,Vehicle Theft,Front Collision,Total Loss,Other,WV,Springfield,4591 2nd Drive,18,3,?,1,3,YES,56709,8194,10167,38348,Chevrolet,Highlander,2007,Y,1,Claim processing extremely slow. Waiting for months now.
33,79,633268,10/30/02,IL,250/500,1000,1477.98,4000000,685063,MALE,MD,tech-support,dancing,own-child,46746,-21619,04/07/14,Multi-vehicle Collision,Front Collision,Major Damage,Police,WV,Hillsdale,6466 4th St,21,1,?,0,2,YES,42607,5271,6678,30658,Audi,Pathfinder,1998,N,0,
347,54,712596,01/30/97,WV,500/1000,2000,1882.09,0,560168,MALE,PhD,sales,skydiving,husband,15862,-68386,07/29/14,Single Vehicle Collision,Rear Collision,Major Damage,Police,NC,Springfield,9153 5th Ridge,0,1,YES,0,1,YES,92501,9091,21647,61763,Mercedes,RAM,2001,N,0,
280,79,360914,05/31/07,VA,100/300,1000,1957,5000000,493869,FEMALE,High School,tech-support,bungie-jumping,other-relative,48887,-17839,03/31/15,Multi-vehicle Collision,Rear Collision,Total Loss,Police,IN,Columbus,1180 3rd Hwy,1,1,NO,2,3,NO,117762,7228,23519,87015,Audi,92x,2000,Y,1,Unable to reach support business hours.
320,73,407751,03/08/04,NC,100/300,1000,1497.95,5000000,644752,FEMALE,Associate,tech-support,golf,wife,3556,-1626,12/14/15,Parked Car,Front Collision,Major Damage,Police,VA,Arlington,2880 4th St,22,3,?,0,3,YES,28212,4043,5106,19063,Honda,E400,2007,N,0,
396,49,258412,08/04/96,IL,100/300,2000,1369.25,4000000,476075,MALE,Associate,machine-op-inspct,reading,own-child,40450,-25170,08/13/15,Multi-vehicle Collision,?,Minor Damage,,OH,Northbend,4067 3rd Hwy,0,3,NO,2,1,YES,92567,13690,21178,57699,Saab,E400,1998,Y,1,
426,71,221494,02/23/15,IN,100/300,1000,897.36,5000000,566882,FEMALE,MD,protective-serv,skydiving,unmarried,16424,-31938,03/04/14,Multi-vehicle Collision,?,Major Damage,,SC,Riverwood,6513 Elm Lane,8,1,YES,0,1,YES,64440,6771,14116,43553,Dodge,95,2011,N,0,
39,34,957958,06/24/98,IL,100/300,1000,981.02,0,618442,MALE,PhD,sales,dancing,husband,29116,-16804,06/28/14,Single Vehicle Collision,Front Collision,Total Loss,Police,NY,Hillsdale,5240 1st Ave,10,3,NO,0,0,YES,42655,2743,7465,32447,Audi,A3,2000,N,0,
440,40,545309,12/19/99,NY,250/500,1000,1959.82,0,643954,MALE,Masters,machine-op-inspct,sleeping,wife,25516,-58280,11/15/14,Single Vehicle Collision,Front Collision,Total Loss,Police,NC,Springfield,9742 1st Ave,5,2,NO,1,0,?,13045,2522,1995,8528,Ford,Civic,2015,N,0,
231,78,225562,05/14/00,SC,500/1000,1000,874.6,4000000,534626,MALE,PhD,exec-managerial,sleeping,husband,29948,-25821,04/27/14,Single Vehicle Collision,?,Minor Damage,,IN,Hillsdale,4784 4th St,0,1,?,2,3,YES,7018,1248,377,5393,Chevrolet,Highlander,2012,N,0,
137,68,105100,03/11/06,NY,250/500,1000,1360.45,0,587891,MALE,PhD,exec-managerial,board-games,other-relative,934,-36335,07/24/14,Vehicle Theft,Front Collision,Major Damage,Police,IL,Springfield,3672 Maple Drive,2,3,YES,0,0,?,66687,8977,10135,47575,Mercedes,92x,1997,Y,1,
30,57,611471,09/17/13,WV,250/500,500,1682.04,0,568565,MALE,Masters,priv-house-serv,bungie-jumping,wife,35382,-75523,04/25/15,Single Vehicle Collision,Rear Collision,Major Damage,Police,OH,Arlington,1446 Maple Drive,23,3,YES,1,3,NO,83797,17904,5061,60832,Audi,RSX,2001,Y,1,
427,30,320648,02/05/04,IL,100/300,1000,1387.32,3000000,620598,FEMALE,Associate,priv-house-serv,camping,unmarried,61175,-8049,04/15/15,Single Vehicle Collision,Rear Collision,Major Damage,Police,SC,Northbend,6599 1st Ave,9,3,YES,2,1,YES,58199,11450,10684,36065,Audi,Camry,2014,N,0,
359,26,896321,07/24/11,NC,500/1000,2000,822.72,0,436451,FEMALE,MD,tech-support,sleeping,wife,37984,-62804,10/07/15,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,SC,Arlington,9691 Elm Lane,5,1,YES,0,2,YES,58423,5553,8441,44429,Chevrolet,Pathfinder,2008,N,0,
294,78,657120,12/07/07,SC,250/500,2000,1565.1,3000000,541248,MALE,High School,armed-forces,bungie-jumping,husband,51729,-38673,09/03/15,Single Vehicle Collision,Front Collision,Major Damage,Police,OH,Hillsdale,6105 Maple Drive,4,3,NO,1,1,NO,20694,1888,2007,16799,Accura,E400,2004,N,0,
24,67,567982,06/27/96,NY,100/300,1000,947.76,6000000,401877,MALE,PhD,tech-support,sleeping,unmarried,6761,-76231,06/06/14,Multi-vehicle Collision,Front Collision,Total Loss,Other,SC,Riverwood,3566 2nd Drive,23,2,NO,1,2,YES,93656,8553,12285,72818,Ford,RAM,2005,Y,1,
1,37,978033,10/12/01,OH,250/500,500,1385.72,0,630989,MALE,High School,tech-support,dancing,wife,76070,-16090,12/05/15,Vehicle Theft,Front Collision,Minor Damage,Ambulance,VA,Columbus,5140 3rd Hwy,6,3,YES,1,2,NO,70221,5458,9114,55649,Ford,E400,2011,Y,1,
149,26,249748,03/12/08,OH,500/1000,1000,1039.42,0,520848,MALE,Associate,priv-house-serv,reading,unmarried,48635,-59382,02/19/15,Multi-vehicle Collision,Side Collision,Minor Damage,Police,NY,Riverwood,8943 3rd Hwy,9,1,NO,2,3,NO,64876,11279,8994,44603,Nissan,E400,1999,N,0,
99,35,153321,02/24/97,WV,250/500,500,1242.39,0,600943,MALE,High School,machine-op-inspct,bungie-jumping,wife,21943,-12289,11/08/14,Vehicle Theft,Front Collision,Major Damage,Fire,VA,Hillsdale,6867 4th St,13,3,YES,1,0,YES,89372,21303,21254,46815,Honda,RAM,1997,Y,1,
378,24,280601,03/20/07,SC,100/300,500,1982.81,0,574579,FEMALE,MD,tech-support,board-games,other-relative,79208,-65503,09/15/14,Single Vehicle Collision,Front Collision,Minor Damage,Police,VA,Columbus,1383 Maple Drive,9,3,YES,2,0,YES,66404,11389,9246,45769,Ford,Civic,2004,N,0,Customer support non-existent claim time.
390,29,181810,10/30/03,NY,250/500,1000,805.15,6000000,552153,FEMALE,Associate,tech-support,board-games,own-child,27895,-77888,03/29/15,Parked Car,?,Minor Damage,Police,NC,Springfield,8315 5th Ridge,18,1,YES,2,1,YES,54929,11832,13366,29731,Nissan,Tahoe,1999,N,0,Claims staff unhelpful.
102,42,592368,03/24/97,IL,250/500,500,978.98,0,405421,FEMALE,Masters,machine-op-inspct,skydiving,husband,43154,-25625,06/30/15,Multi-vehicle Collision,Front Collision,Major Damage,Fire,VA,Northbend,4579 3rd Hwy,0,1,?,0,1,YES,99785,12474,13917,73394,Saab,RSX,2009,N,0,
171,52,516918,08/02/00,SC,100/300,1000,879.3,3000000,568564,MALE,High School,exec-managerial,sleeping,wife,51853,-18608,11/10/15,Multi-vehicle Collision,Rear Collision,Major Damage,Police,WV,Arlington,8031 4th St,23,2,NO,2,0,YES,40426,10047,4079,26300,Accura,A3,2012,N,0,
28,71,576510,10/19/99,OH,250/500,1000,1947.91,4000000,605500,FEMALE,MD,protective-serv,golf,wife,28965,-18561,10/31/14,Multi-vehicle Collision,Side Collision,Major Damage,Police,OH,Arlington,3583 5th Ridge,9,3,NO,1,1,YES,112564,8295,18229,86040,Honda,Camry,2011,Y,1,
421,73,840147,01/12/91,NY,250/500,500,1476.93,6000000,409731,MALE,Associate,tech-support,sleeping,other-relative,73582,-56132,01/29/15,Single Vehicle Collision,Side Collision,Minor Damage,Fire,IL,Riverwood,8208 3rd Hwy,20,2,YES,1,1,YES,30882,6441,5204,19237,Saab,RSX,2015,N,0,
21,34,608666,10/27/03,WV,250/500,1000,1474.1,4000000,429869,MALE,MD,protective-serv,board-games,unmarried,27597,-56728,09/27/15,Multi-vehicle Collision,Side Collision,Minor Damage,Police,VA,Northbend,3555 Maple Drive,15,2,NO,2,2,NO,97129,16432,6962,73735,Dodge,Tahoe,1995,N,0,
301,52,253826,10/05/14,NC,250/500,2000,944.45,4000000,634278,MALE,Masters,tech-support,dancing,unmarried,8091,-37545,04/02/14,Single Vehicle Collision,Side Collision,Minor Damage,,IL,Northbend,3769 Maple Drive,7,1,NO,1,3,YES,41661,9865,3832,27964,Accura,RAM,2013,N,0,Claims department disorganized.
309,62,133100,03/08/05,WV,250/500,500,885.83,4000000,466818,MALE,MD,machine-op-inspct,dancing,other-relative,73109,-2886,05/02/14,Single Vehicle Collision,?,Major Damage,Police,SC,Columbus,2791 2nd Drive,13,2,NO,2,3,YES,34092,6540,7011,20541,Accura,A5,1995,N,0,
493,20,617590,07/03/15,WV,500/1000,2000,1338.65,0,480605,MALE,Associate,exec-managerial,skydiving,own-child,5468,-36053,07/31/15,Single Vehicle Collision,Front Collision,Major Damage,Fire,IN,Springfield,1461 3rd Hwy,1,2,YES,1,3,NO,24704,5043,4380,15281,Saab,Camry,2001,N,0,
225,45,173145,06/09/11,IL,250/500,1000,1928.14,4000000,488252,MALE,PhD,priv-house-serv,bungie-jumping,wife,3500,-8661,02/16/14,Multi-vehicle Collision,Side Collision,Minor Damage,Fire,VA,Riverwood,6414 Maple Drive,21,2,YES,0,0,NO,52280,10676,4130,37474,Toyota,Pathfinder,2011,N,0,
382,21,401625,03/16/94,WV,100/300,2000,1863.24,5000000,458628,MALE,MD,machine-op-inspct,bungie-jumping,husband,53972,-9312,12/25/15,Parked Car,Side Collision,Total Loss,Police,IN,Springfield,8662 2nd Drive,22,2,YES,0,0,?,15066,1149,3168,10749,Saab,92x,2013,N,0,
135,30,614233,08/08/02,SC,100/300,500,938.97,5000000,465720,MALE,MD,priv-house-serv,dancing,other-relative,37620,-56135,01/28/15,Multi-vehicle Collision,?,Minor Damage,Police,VA,Arlington,2724 5th Ridge,3,2,YES,2,1,YES,52091,11426,5468,35197,Chevrolet,A5,2009,N,0,
47,50,521834,10/28/13,VA,100/300,2000,1058.72,0,599553,FEMALE,MD,priv-house-serv,camping,own-child,74468,-48007,01/01/14,Single Vehicle Collision,Front Collision,Minor Damage,Police,NY,Springfield,6595 Maple Drive,23,2,?,0,1,YES,106270,12548,13860,79862,Toyota,Civic,2009,N,0,
414,21,855543,08/24/99,VA,250/500,1000,1134.58,0,439466,FEMALE,Masters,sales,reading,husband,42176,-6880,06/14/14,Multi-vehicle Collision,Rear Collision,Total Loss,Police,NY,Hillsdale,1513 Maple Drive,17,3,NO,0,1,YES,10325,1014,1180,8131,Dodge,RSX,2015,N,0,
419,73,232435,02/19/11,OH,100/300,500,1568.62,6000000,440206,MALE,PhD,tech-support,reading,husband,63445,-41327,02/25/15,Multi-vehicle Collision,Side Collision,Total Loss,Ambulance,IN,Hillsdale,5895 Maple Drive,8,3,YES,0,0,YES,24251,1426,5813,17012,Chevrolet,A5,2004,N,0,
462,68,807701,10/07/07,IN,250/500,1000,1764.38,5000000,532981,MALE,High School,tech-support,golf,wife,17659,-30799,07/15/14,Multi-vehicle Collision,Front Collision,Minor Damage,Police,NC,Springfield,4375 Elm Lane,1,1,YES,2,1,NO,93127,16262,12497,64368,Audi,F150,2003,N,0,
332,54,862527,05/03/10,NY,500/1000,1000,1323.38,0,614272,FEMALE,Associate,protective-serv,golf,other-relative,20785,-4269,08/11/15,Single Vehicle Collision,?,Minor Damage,Police,NC,Arlington,5842 5th Ridge,16,2,YES,2,1,YES,9361,2087,1561,5713,Audi,Tahoe,2006,N,0,
56,36,490634,05/13/00,NC,500/1000,2000,1103.09,4000000,455408,FEMALE,MD,exec-managerial,camping,wife,72622,-51581,06/20/14,Single Vehicle Collision,Front Collision,Major Damage,,OH,Arlington,6918 2nd Drive,16,1,NO,0,1,YES,54211,3256,8815,42140,Mercedes,Pathfinder,2000,N,0,
110,64,477792,12/21/07,IN,100/300,1000,1289.27,5000000,545357,FEMALE,MD,armed-forces,bungie-jumping,unmarried,35391,-50937,05/09/15,Multi-vehicle Collision,Front Collision,Minor Damage,Police,WV,Columbus,8316 3rd Hwy,14,1,YES,0,0,YES,14689,1167,3300,10222,Accura,A5,2013,N,0,
284,57,453965,03/25/06,VA,100/300,1000,1313.69,4000000,447979,FEMALE,MD,protective-serv,golf,husband,11702,-54323,01/24/14,Single Vehicle Collision,Front Collision,Major Damage,Fire,VA,Northbend,3034 5th Ridge,12,1,YES,1,0,YES,108829,17538,16656,74635,Toyota,A5,2001,Y,1,
258,69,124155,11/09/06,VA,250/500,1000,895.37,0,570825,MALE,PhD,priv-house-serv,camping,wife,38935,-17057,09/08/15,Multi-vehicle Collision,?,Major Damage,Police,NY,Springfield,2608 4th St,15,1,?,0,0,YES,60279,14546,7927,37806,Audi,Pathfinder,2008,N,0,
48,74,545076,10/28/94,IL,250/500,1000,804.38,5000000,508571,FEMALE,High School,protective-serv,bungie-jumping,wife,35100,-30958,11/30/15,Multi-vehicle Collision,?,Minor Damage,Other,NC,Columbus,4534 3rd Hwy,22,2,NO,0,3,YES,85510,5992,20357,59161,Mercedes,Civic,2008,N,0,
81,26,651117,04/26/05,OH,250/500,2000,1178.41,0,590307,FEMALE,PhD,machine-op-inspct,golf,other-relative,29550,-65946,05/14/15,Multi-vehicle Collision,Front Collision,Minor Damage,Police,WV,Arlington,4989 5th Ridge,2,3,NO,0,1,YES,43691,7136,10154,26401,Toyota,A5,2004,N,0,
312,19,320757,05/11/03,NY,500/1000,2000,1962.91,0,677408,MALE,Masters,protective-serv,camping,unmarried,23334,-15874,06/05/15,Vehicle Theft,Front Collision,Minor Damage,Fire,NY,Arlington,1181 1st Ave,17,1,NO,2,1,NO,12291,1593,2126,8572,Toyota,F150,2008,N,0,
187,44,331766,06/15/95,VA,100/300,2000,1347.09,3000000,570362,MALE,High School,priv-house-serv,reading,husband,75086,-38160,08/05/14,Single Vehicle Collision,Rear Collision,Major Damage,Police,WV,Springfield,5771 1st Ave,15,1,YES,2,1,NO,101706,14198,12814,74694,Chevrolet,92x,2001,N,0,
455,25,389821,03/19/15,IN,500/1000,1000,974.75,0,429974,MALE,Associate,sales,golf,unmarried,60250,-6973,12/08/14,Single Vehicle Collision,Front Collision,Total Loss,Police,VA,Northbend,2432 4th St,3,2,NO,1,0,NO,89566,11999,13767,63800,Honda,Tahoe,2010,Y,1,
372,18,784275,08/31/15,IL,250/500,1000,810.76,0,587239,FEMALE,Masters,tech-support,dancing,husband,22313,-64488,12/17/14,Single Vehicle Collision,Side Collision,Minor Damage,Ambulance,IN,Riverwood,6777 3rd Hwy,23,3,NO,0,3,NO,38673,7975,7044,23654,Dodge,A3,1996,N,0,
233,41,995789,11/13/06,SC,500/1000,1000,1715.77,0,515114,MALE,MD,protective-serv,board-games,own-child,6801,-8511,05/24/14,Vehicle Theft,Side Collision,Total Loss,Police,IL,Hillsdale,7814 2nd Drive,16,1,NO,2,3,YES,35257,5932,6135,23190,Nissan,Tahoe,2006,N,0,
227,43,110633,11/20/12,OH,250/500,1000,829.14,0,452507,MALE,MD,armed-forces,sleeping,own-child,48322,-20157,10/16/15,Multi-vehicle Collision,Side Collision,Total Loss,Police,SC,Columbus,3354 2nd Drive,21,3,NO,1,2,NO,53729,9262,10745,33722,Toyota,95,2014,N,0,
51,57,105647,05/30/93,SC,250/500,1000,1481.18,3000000,492156,FEMALE,PhD,machine-op-inspct,golf,own-child,43773,-62453,10/17/15,Multi-vehicle Collision,Front Collision,Major Damage,Police,OH,Hillsdale,2431 Maple Drive,14,1,YES,1,3,YES,2336,405,128,1803,Chevrolet,Highlander,2000,N,0,
331,71,474707,08/16/90,NY,100/300,1000,1947.9,0,654966,FEMALE,High School,exec-managerial,sleeping,wife,72564,-55009,05/01/14,Multi-vehicle Collision,?,Major Damage,Police,WV,Springfield,2630 4th St,8,1,YES,1,2,NO,97931,5151,16601,76179,Dodge,Highlander,1998,N,0,
405,76,363351,05/17/13,NC,250/500,2000,1974.88,4000000,571702,FEMALE,Masters,exec-managerial,reading,husband,71906,-8523,04/19/14,Single Vehicle Collision,Rear Collision,Total Loss,Fire,IL,Northbend,6858 3rd Hwy,11,1,NO,1,0,YES,76329,8903,5073,62353,Saab,Civic,1995,N,0,
449,66,675646,06/25/15,SC,100/300,500,1258.9,6000000,533799,MALE,PhD,priv-house-serv,golf,husband,3581,-41149,03/06/14,Single Vehicle Collision,Front Collision,Minor Damage,Fire,NY,Arlington,3122 1st Ave,17,3,YES,1,1,YES,54245,12443,13408,28394,Saab,E400,2010,N,0,
119,76,362152,03/24/00,OH,100/300,1000,1034.32,5000000,567287,MALE,MD,exec-managerial,board-games,unmarried,17876,-73023,05/04/14,Multi-vehicle Collision,Side Collision,Total Loss,Police,WV,Hillsdale,7880 4th St,20,2,?,1,3,YES,80778,11498,6857,62423,Chevrolet,95,2000,N,0,
351,38,390153,07/11/04,SC,100/300,2000,1002.45,4000000,646757,FEMALE,MD,exec-managerial,sleeping,other-relative,4653,-34657,07/04/14,Single Vehicle Collision,Front Collision,Total Loss,Other,NY,Arlington,4912 Elm Lane,17,3,NO,2,0,YES,78377,12530,8588,57259,Accura,Pathfinder,2011,Y,1,
188,68,480492,05/16/99,NC,250/500,1000,1597.06,6000000,510371,FEMALE,MD,protective-serv,board-games,husband,26046,-29779,03/22/14,Single Vehicle Collision,Front Collision,Major Damage,Ambulance,IL,Columbus,8936 Elm Lane,12,2,?,2,0,YES,37921,5412,7318,25191,Saab,F150,2012,N,0,
46,62,436977,12/07/09,WV,500/1000,1000,1159.55,4000000,548753,MALE,High School,priv-house-serv,bungie-jumping,wife,29641,-56993,06/12/15,Single Vehicle Collision,Side Collision,Minor Damage,Police,IN,Springfield,6541 Maple Drive,15,2,?,0,1,NO,26789,4482,4420,17887,Honda,A3,1997,N,0,
75,79,659624,02/26/96,NC,250/500,2000,900.81,6000000,534309,FEMALE,Masters,priv-house-serv,board-games,husband,630,-60504,11/10/15,Multi-vehicle Collision,Front Collision,Major Damage,Police,IN,Arlington,1847 4th St,10,1,NO,0,0,YES,68142,11131,8484,48527,Honda,95,2011,N,0,
206,62,451121,10/30/11,IN,100/300,2000,1630.4,4000000,660355,FEMALE,PhD,tech-support,golf,unmarried,48282,-77773,02/10/14,Multi-vehicle Collision,Side Collision,Minor Damage,Police,SC,Riverwood,2114 3rd Hwy,14,2,?,0,0,?,3309,248,323,2738,Mercedes,A3,1997,N,0,
7,20,242921,10/25/97,SC,250/500,1000,983.05,3000000,443978,MALE,MD,protective-serv,reading,own-child,15863,-968,06/07/15,Single Vehicle Collision,Side Collision,Major Damage,Police,IN,Riverwood,6078 4th St,22,2,YES,2,1,NO,27826,5120,6658,16048,Mercedes,RAM,2009,N,0,
158,48,713114,03/14/97,WV,100/300,2000,1574.83,0,672169,MALE,High School,armed-forces,skydiving,wife,15566,-6809,07/24/15,Single Vehicle Collision,Rear Collision,Major Damage,Police,WV,Northbend,3421 Maple Drive,15,2,NO,0,2,YES,78285,19305,4217,54763,Accura,Pathfinder,2002,N,0,Professional claim handling impressive.
245,27,351158,03/20/91,NY,500/1000,500,1571.27,3000000,527734,FEMALE,High School,sales,sleeping,own-child,52289,-14127,05/06/15,Single Vehicle Collision,Side Collision,Minor Damage,,OH,Springfield,3473 1st Ave,10,2,YES,1,3,NO,89141,17945,12741,58455,Toyota,92x,2011,Y,1,
239,24,936529,12/07/92,SC,250/500,1000,1184.01,0,654834,MALE,Associate,armed-forces,golf,husband,40995,-70155,12/07/15,Multi-vehicle Collision,Side Collision,Minor Damage,Ambulance,VA,Arlington,2454 3rd Hwy,13,2,NO,0,1,NO,59411,10125,14257,35029,Nissan,95,1995,N,0,
437,71,429743,12/21/97,IN,250/500,1000,1880.49,5000000,613177,MALE,High School,priv-house-serv,reading,own-child,40154,-34606,07/13/14,Multi-vehicle Collision,Front Collision,Major Damage,Police,IN,Riverwood,6261 4th St,5,2,YES,0,0,YES,8675,1037,2133,5505,Saab,Civic,2006,N,0,
448,75,936142,07/05/03,VA,250/500,2000,1031.06,4000000,661710,FEMALE,Masters,armed-forces,camping,husband,44585,-27532,06/23/14,Multi-vehicle Collision,Side Collision,Minor Damage,Police,IN,Hillsdale,5789 Maple Drive,12,2,NO,0,1,YES,111434,6332,10437,94665,Accura,95,2003,Y,1,
198,37,143530,04/12/96,VA,100/300,500,1677.48,0,611223,MALE,High School,priv-house-serv,camping,wife,79599,-78280,01/26/14,Multi-vehicle Collision,Front Collision,Total Loss,Police,NY,Riverwood,1114 Maple Drive,11,2,?,1,3,?,50603,11065,5734,33804,Audi,RAM,2002,N,0,
172,53,298177,04/23/04,IN,500/1000,2000,828.48,5000000,586426,FEMALE,Associate,armed-forces,reading,own-child,37816,-8770,08/30/15,Multi-vehicle Collision,Side Collision,Major Damage,Police,WV,Riverwood,3932 2nd Drive,9,3,YES,1,0,NO,16625,4102,2159,10364,Mercedes,A3,2004,N,0,
486,66,917925,10/01/93,WV,100/300,1000,840.16,6000000,566250,MALE,PhD,protective-serv,board-games,unmarried,54452,-65704,09/13/15,Multi-vehicle Collision,?,Minor Damage,,IL,Northbend,8228 1st Ave,5,3,?,0,1,NO,78326,5329,12513,60484,Honda,RSX,2009,N,0,Claims lost important documents.
370,29,593200,12/31/96,NY,250/500,1000,1748.81,5000000,457167,MALE,Associate,tech-support,golf,other-relative,37880,-42181,02/16/15,Single Vehicle Collision,Side Collision,Major Damage,,WV,Columbus,6857 4th St,11,1,YES,1,1,NO,14245,2310,2424,9511,Dodge,F150,2013,N,0,
84,21,707927,03/26/99,NC,250/500,500,1397.08,3000000,488601,MALE,Masters,protective-serv,bungie-jumping,husband,34123,-1023,04/02/14,Single Vehicle Collision,Side Collision,Total Loss,Ambulance,NY,Northbend,2931 2nd Drive,12,3,?,0,0,NO,80537,6553,5386,68598,Mercedes,E400,2010,Y,1,
234,59,502552,11/08/01,SC,100/300,500,1009,4000000,546857,FEMALE,Masters,armed-forces,reading,own-child,53262,-71978,07/08/14,Multi-vehicle Collision,?,Minor Damage,,NY,Northbend,1440 5th Ridge,14,3,NO,1,3,YES,28799,4236,2792,21771,Audi,A5,2006,N,0,
292,33,311495,09/04/94,SC,500/1000,500,1353.38,5000000,423145,MALE,PhD,exec-managerial,board-games,wife,69143,-31232,09/21/14,Multi-vehicle Collision,Front Collision,Minor Damage,Police,NY,Hillsdale,4780 Elm Lane,17,3,NO,0,3,?,39836,9581,6012,24243,Dodge,Civic,2015,N,0,
419,65,303447,12/23/92,NC,500/1000,2000,1310.54,0,635866,FEMALE,MD,sales,reading,unmarried,8885,-51485,06/14/15,Single Vehicle Collision,Front Collision,Total Loss,Police,VA,Columbus,1734 Elm Lane,21,2,?,2,2,YES,6963,446,1522,4995,Nissan,A5,2011,N,0,
257,79,446894,03/15/94,IN,250/500,2000,800.03,4000000,530478,MALE,Masters,sales,skydiving,husband,57845,-79352,05/23/15,Single Vehicle Collision,Front Collision,Total Loss,Police,WV,Springfield,1344 2nd Drive,15,2,NO,2,2,NO,35494,2881,3380,29233,Nissan,Camry,2007,N,0,
118,24,706703,09/25/10,SC,100/300,1000,1645.1,0,606889,FEMALE,Masters,exec-managerial,golf,husband,6646,-74690,08/04/14,Multi-vehicle Collision,Side Collision,Total Loss,Police,NC,Arlington,4777 5th Ridge,12,1,NO,1,1,?,117711,28627,14398,74686,Dodge,92x,2012,Y,1,
478,56,483441,02/14/14,NY,100/300,1000,965.38,0,661121,FEMALE,MD,protective-serv,board-games,husband,3991,-15816,05/06/15,Multi-vehicle Collision,Rear Collision,Major Damage,,OH,Hillsdale,2907 3rd Hwy,12,1,NO,1,3,YES,114370,6619,20558,87193,Audi,Tahoe,2011,N,0,
